top	enrichment	err	sample	rank
2620.0	0.12815306122448974	0.008699253545515826	fly	C-score
2630.0	0.12805102040816327	0.008691291782385995	fly	C-score
2640.0	0.12791326530612243	0.008680324029776197	fly	C-score
2650.0	0.1278163265306122	0.008673608580777401	fly	C-score
2660.0	0.12770408163265304	0.008665151273445717	fly	C-score
2670.0	0.12758163265306116	0.008655430405647098	fly	C-score
2680.0	0.12748979591836726	0.008643853028313666	fly	C-score
2690.0	0.1274591836734693	0.008630335847833471	fly	C-score
2700.0	0.12732653061224486	0.008622987637954278	fly	C-score
2710.0	0.12723469387755104	0.008616686384638824	fly	C-score
2720.0	0.1271020408163265	0.008604192507554433	fly	C-score
2730.0	0.127015306122449	0.008593242928078676	fly	C-score
2740.0	0.12692857142857142	0.00858281752525938	fly	C-score
2750.0	0.12680612244897965	0.00857565316015719	fly	C-score
2760.0	0.12670408163265307	0.008563297175891077	fly	C-score
2770.0	0.12657142857142856	0.008553405960913005	fly	C-score
2780.0	0.12646938775510205	0.008544553129466424	fly	C-score
2790.0	0.12636734693877547	0.008537483993624972	fly	C-score
2800.0	0.12629591836734688	0.008530983388229236	fly	C-score
2810.0	0.1262142857142857	0.008522812371330376	fly	C-score
2820.0	0.1260867346938776	0.00851367220899499	fly	C-score
2830.0	0.12602551020408165	0.00850276969134745	fly	C-score
2840.0	0.1259081632653062	0.008496248975245852	fly	C-score
2850.0	0.12581122448979598	0.00848472018342092	fly	C-score
2860.0	0.125734693877551	0.008477035503544415	fly	C-score
2870.0	0.12567857142857145	0.008464511364668102	fly	C-score
2880.0	0.1255663265306122	0.008455526120331862	fly	C-score
2890.0	0.12548979591836734	0.008445074455793091	fly	C-score
2900.0	0.1253928571428571	0.00843663975594153	fly	C-score
2910.0	0.12534693877551015	0.00842836097111568	fly	C-score
2920.0	0.12525	0.008422163004260227	fly	C-score
2930.0	0.12513265306122448	0.008412312111154637	fly	C-score
2940.0	0.12505612244897954	0.008403053789818652	fly	C-score
2950.0	0.12499489795918357	0.008397040100004102	fly	C-score
2960.0	0.124923469387755	0.008391399767537562	fly	C-score
2970.0	0.12487755102040812	0.008385743710166236	fly	C-score
2980.0	0.12483163265306121	0.008377443868739216	fly	C-score
2990.0	0.12469387755102036	0.008371633023064809	fly	C-score
3000.0	0.12462244897959183	0.008364795752795683	fly	C-score
50.0	0.18483163265306096	0.01594122630389988	fly	SPP
60.0	0.18276020408163265	0.01551256452111528	fly	SPP
70.0	0.17918367346938768	0.015134947989593498	fly	SPP
80.0	0.1773418367346939	0.014923643171444498	fly	SPP
90.0	0.17634693877551014	0.014863893584802976	fly	SPP
100.0	0.1759030612244898	0.014723116200668235	fly	SPP
110.0	0.17479081632653076	0.014484212903342059	fly	SPP
120.0	0.17302040816326528	0.014348225793506236	fly	SPP
130.0	0.17089285714285718	0.014186861971213606	fly	SPP
140.0	0.16945918367346938	0.014017915457725594	fly	SPP
150.0	0.16827040816326524	0.013800652071641209	fly	SPP
160.0	0.16734183673469383	0.013684533601424192	fly	SPP
170.0	0.16658673469387764	0.013615134487559912	fly	SPP
180.0	0.16562755102040816	0.013547178847105022	fly	SPP
190.0	0.16514285714285712	0.013448432432934036	fly	SPP
200.0	0.16415306122448986	0.013371646361993976	fly	SPP
210.0	0.1630816326530612	0.013262833002162997	fly	SPP
220.0	0.16220918367346945	0.013139401145657047	fly	SPP
